"sequence_id","lengths","values"
"o4g7nj5t","5903,101,726","0,1,0"
"xkdpt88f","303,101,246,101,5167,101,726","0,1,0,1,0,1,0"
"gtuf0tcl","1565,101,4802,101,161","0,1,0,1,0"
"45m6407u","968,101,5409,101,145","0,1,0,1,0"
"68a6ocet","658,46,55,46,5686,101,160","0,1,2,1,0,1,0"
"a6g88mxo","683,101,5686,101,158","0,1,0,1,0"
"bub02v9v","6617","0"
"7yike565","6741","0"
"b0t4obcu","682,101,5955","0,1,0"
"x252ztnj","200,101,292,101,173,101,4847,101,464,101,159","0,1,0,1,0,1,0,1,0,1,0"
"b4cb0sed","675,101,5686,101,148","0,1,0,1,0"
"5zqvxnev","637,46,55,46,5932","0,1,2,1,0"
"xqbta59w","982,101,4847,101,724","0,1,0,1,0"
"sr4jjlay","6175","0"
"3odjcz7x","289,101,292,101,173,101,4847,101,464,101,160","0,1,0,1,0,1,0,1,0,1,0"
"gsu1e9v9","698,101,5121,101,464,101,159","0,1,0,1,0,1,0"
"q6b7v15v","6752","0"
"oghv6dn2","675,101,173,101,4945,101,366,101,160","0,1,0,1,0,1,0,1,0"
"9gssaooq","6481","0"
"tum7nrw6","6506","0"
"go44kaac","6506","0"
"g5vqvwa2","6440","0"
"5251o2o9","6482","0"
"3ddk25io","6481","0"
"cmro92m3","6482","0"
"vdu85qmm","6477","0"
"p8sixt8a","6482","0"
"r9yjnzuy","6438","0"
"zsjla6ov","6495","0"
"xp5nugh7","6452","0"
"2r1afcs4","6465","0"
"5ya9gljk","12154","0"
"pnxdszov","1640","0"
"0mt1jmy7","2097","0"
"l6t7yfhl","1615","0"
"q4sn5zj3","7090","0"
"iijyo7ek","1308","0"
"5u0vvqgo","2250","0"
"w9v5qxm0","7396","0"
"mk337txm","1665","0"
"c0yfsqdd","7446","0"
"3bsquqji","7447","0"
"bjfzcpru","7606","0"
"o1o7lk8r","7624","0"
"rqwzgp5s","8336","0"
"whdhdx5j","7251","0"
"4pxw8zk1","1039","0"
"ohbdwpvb","2477","0"
"65nh79cz","852","0"
"x5q7jbnm","963","0"
"qioa3qmm","7479","0"
"dmfqvp68","363","0"
"8ozyw8hk","7486","0"
"vnryhho2","6060","0"
"97tvaypb","6176","0"
"a3tik0ay","6227","0"
"8sg0uc72","7507","0"
"8jvgj5ze","2725","0"
"4sdkpzji","2737","0"
"1q63lmes","1061","0"
"sjsvie5s","996","0"
"oq8df96k","1060","0"
"3htte6wu","937","0"
"8kvnexsu","1048","0"
"ok0ye7er","7568","0"
"s0s757yi","7568","0"
"lhluvdnw","7564","0"
"8i7bmco0","7571","0"
"k750746y","7097","0"
"fpxys1n9","6988","0"
"lswk2wmc","8405","0"
"xn99v68s","283,101,3049,101,3689","0,1,0,1,0"
"j7uzq03g","292,101,3049,101,3716","0,1,0,1,0"
"zjdnh11x","275,101,3049,101,3724","0,1,0,1,0"
"j5dtj0bg","292,101,3049,101,3716","0,1,0,1,0"
"117vgzgx","280,101,3049,101,3693","0,1,0,1,0"
"aos4vhiq","292,101,3049,101,3716","0,1,0,1,0"
"pw7o2k5d","282,101,3061,101,3730","0,1,0,1,0"
"lcelpzsm","280,101,3049,101,3692","0,1,0,1,0"
"wzg3wmcw","292,101,3049,101,3716","0,1,0,1,0"
"hqdsmqyl","292,101,3049,101,3716","0,1,0,1,0"
"7yq8w3cz","292,101,3049,101,3716","0,1,0,1,0"
"2qk0befo","274,101,3061,101,3710","0,1,0,1,0"
"8g5r6zex","292,101,3049,101,3716","0,1,0,1,0"
"s0z0dusa","84,12,14,4,66,5,12,14,4,4,20,10,8,5,19,33,6,20,10,8,4,50,3,71,8,9,10,1,14,33,26,8,9,6,5,12,35,49,14,39,62,39,71,24,54,23,24,54,30,32,61,8,32,51,10,21,62,8,23,8,61,1,31,45,24,77,5,29,72,7,16,85,14,16,29,36,20,3,13,29,36,23,57,68,11,22,68,2,9,92,20,7,27,19,48,2,5,27,3,16,50,12,15,7,1,78,15,7,59,61,40,19,17,25,59,17,119,39,62,10,29,34,39,62,32,72,29,44,28,62,11,59,16,5,10,70,16,5,1,49,22,30,49,1,21,4,59,17,25,15,44,16,41,34,26,75,8,101,15,73,12,8,8,10,63,12,8,11,7,68,26,26,49,52,70,50,46,5,48,39,3,6,20,72,3,17,9,72,14,6,1,80,14,2,5,4,3,29,5,34,21,9,3,29,5,34,53,4,10,2,1,8,1,12,7,11,3,5,1,2,34,4,10,2,1,5,3,13,7,3,4,4,3,5,1,10,42,6,26,4,15,7,1,42,3,3,52,39,7,3,4,87,14,123,42,29,13,10,1,6,7,35,12,17,4,9,8,2,1,13,14,33,21,17,30,51,32,58,11,32,2,5,51,45,5,25,101,13,101,7,49,52,18,11,8,6,6,51,19,11,8,6,57,21,28,73,28,8,101,35,101,12,33,68,11,2,20,18,23,38,2,38,23,11,46,4,51,32,14,4,6,62,15,24,22,3,37,29,32,3,19,46,1,54,28,18,17,66,33,2,63,35,15,51,8,5,2,19,3,1,7,3,3,4,9,11,3,21,3,7,5,2,19,3,1,7,3,2,1,4,9,11,3,1,20,3,24,54,3,24,20,57,24,1,29,72,29,28,37,64,37,7,20,20,3,8,50,20,20,3,8,113,28,58,15,2,26,34,24,17,18,32,10,36,1,4,17,1,25,7,11,16,5,14,1,4,1,8,1,3,4,26,1,12,5,6,15,9,5,6,8,1,3,3,28,12,11,10,14,5,21,49,22,79,22,33,5,58,38,5,14,32,12,48,9,5,19,8,8,7,12,4,4,20,1,4,14,4,15,16,7,12,4,4,9,2,6,3,1,26,42,4,17,2,6,26,4,7,35,27,37,2,58,4,9,17,11,33,6,21,5,7,1,5,3,5,23,9,16,6,5,21,7,6,3,5,4,19,9,7,16,4,54,27,16,30,13,13,2,10,3,53,7,13,10,3,12,3,53,12,3,13,2,7,25,11,28,12,3,13,9,25,11,28,33,2,99,2,21,28,10,63,28,10,9,27,46,1,1,9,17,16,11,26,3,2,9,6,2,2,1,6,26,7,37,1,2,11,2,4,4,1,32,2,9,38,11,28,15,5,4,6,32,4,14,21,20,10,36,14,147,6,32,63,6,87,15,22,64,15,10,34,42,25,9,24,24,19,34,48,20,32,69,32,7,101,19,11,29,32,10,2,11,6,4,7,1,28,26,3,3,22,1,10,8,8,46,3,8,5,2,10,4,23,57,21,11,2,6,12,13,68,2,6,8,4,1,12,40,43,1,5,7,6,7,7,9,5,10,1,12,10,8,10,3,4,5,4,2,4,7,7,9,5,10,3,10,10,8,8,2,7,5,5,1,7,31,7,8,16,8,3,1,19,8,31,5,10,3,1,12,6,2,3,25,18,21,11,1,1,1,14,4,3,28,10,1,8,15,9,2,3,1,1,1,3,1,2,1,5,3,1,1,2,2,1,1,2,2,2,5,2,2,1,2,5,7,7,7,2,4,11,2,7,2,6,3,1,2,1,5,4,1,1,1,2,2,2,2,2,5,2,2,1,2,10,2,8,12,13,65,9,36,14,15,6,21,9,36,4,10,3,12,2,4,50,1,10,1,8,13,7,5,2,50,4,1,10,1,22,5,2,5,7,11,1,3,7,1,4,2,3,1,6,5,22,5,6,1,4,1,5,1,2,1,2,7,1,3,2,3,2,1,3,3,1,3,1,1,3,1,1,3,1,1,2,15,1,1,2,11,5,6,1,6,7,1,2,8,3,2,3,2,4,3,4,2,4,1,1,5,15,2,1,2,2","0,1,2,3,4,5,4,3,2,1,2,3,4,6,7,6,7,6,5,4,2,1,3,2,3,4,5,3,4,5,6,5,4,3,4,3,2,1,0,1,2,1,0,1,2,3,2,1,0,1,2,3,2,1,2,1,2,3,2,3,2,3,2,1,2,1,0,1,2,1,2,1,0,1,2,3,4,3,4,3,2,1,0,1,2,3,2,1,2,1,0,1,2,3,4,3,4,3,2,3,2,1,2,3,4,3,2,1,0,1,2,1,2,3,2,1,0,1,2,1,2,1,2,1,0,1,2,1,2,1,2,1,2,3,4,3,2,1,0,1,2,3,2,1,3,2,3,4,2,1,2,1,2,1,2,1,0,1,0,1,2,3,4,3,4,3,2,1,2,1,2,1,2,1,0,1,2,3,2,1,2,3,2,3,2,1,2,1,2,3,2,3,2,1,2,1,2,3,4,5,6,5,4,3,2,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,13,12,11,10,8,9,8,7,6,7,8,7,6,5,4,5,6,5,4,3,2,3,2,1,2,3,2,3,2,1,2,1,0,1,2,3,4,5,6,5,6,5,6,5,6,5,6,5,4,3,4,3,2,1,0,1,2,3,2,1,2,3,2,1,0,1,0,1,0,1,2,1,3,4,5,6,5,6,4,3,2,1,0,1,2,1,0,1,0,1,0,1,2,1,2,3,2,3,4,3,2,1,0,1,2,3,2,3,2,1,2,3,2,1,2,3,2,3,2,1,2,3,2,1,2,1,2,1,2,1,2,1,2,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,3,2,1,2,1,2,3,2,1,0,1,3,2,0,1,2,1,0,1,2,3,4,5,4,3,2,1,0,1,2,3,2,3,2,3,2,1,2,5,4,6,7,8,9,8,9,6,7,8,9,7,6,5,6,7,8,9,8,7,8,9,8,9,8,9,10,9,8,7,6,7,6,5,4,3,2,1,0,1,2,1,0,1,2,3,2,1,2,3,2,3,2,3,4,3,4,5,6,7,8,9,10,9,8,9,8,7,6,7,6,5,6,7,8,7,6,7,8,6,5,4,3,2,1,2,1,2,3,2,3,2,3,4,3,4,5,4,5,6,5,6,7,9,10,11,10,9,10,9,8,7,6,4,3,2,1,2,3,2,3,2,1,2,3,4,3,4,5,6,5,4,5,4,3,2,1,2,3,4,3,4,5,6,7,6,5,4,3,2,1,0,1,2,1,0,1,2,3,2,1,0,1,2,3,4,5,6,5,6,5,6,7,8,9,8,7,8,10,9,10,9,8,7,6,5,6,5,4,2,1,2,3,5,4,5,4,5,4,5,3,4,5,4,3,2,1,0,1,2,3,2,1,2,3,2,1,0,1,2,3,2,3,2,3,2,1,0,1,2,1,0,1,0,1,2,3,4,5,6,7,6,7,6,7,6,7,9,8,9,8,7,6,7,6,4,5,4,3,2,3,2,1,0,1,2,3,4,5,4,3,2,3,2,3,2,3,4,3,2,4,5,6,9,10,11,13,12,13,14,15,16,15,16,17,15,17,16,15,12,11,10,8,9,8,7,6,7,6,5,4,5,3,4,5,4,5,7,8,9,8,7,6,5,6,5,6,7,5,6,5,4,5,6,5,6,7,6,5,6,5,6,7,8,9,10,11,12,13,14,13,12,15,16,20,21,22,23,22,26,28,29,31,30,33,34,35,36,37,38,39,41,43,42,43,42,41,40,41,40,41,39,38,35,34,30,29,28,27,24,22,21,20,18,15,14,13,12,11,10,9,7,5,4,3,2,1,0,1,2,3,4,5,6,5,4,3,4,3,5,6,7,6,7,8,9,10,9,7,8,6,5,6,5,4,3,2,3,4,5,8,9,11,15,16,19,20,22,24,25,27,28,27,28,29,30,31,30,31,29,28,29,30,29,28,29,30,31,32,31,27,28,29,30,29,28,30,28,32,31,30,29,28,29,30,31,32,33,32,31,30,29,28,27,26,24,23,22,21,20,19,17,15,13,11,7,6,5,4,3,2,1,0"
"rmh7obtg","2905","0"
"w04rjw9u","8363","0"
"vp7mir2s","195,100,71","0,1,0"
"0s9kczxs","8659","0"
"smm03zbf","7390","0"
"9r5rbv7z","2680","0"
"rxvz69zf","2645","0"
"n6vq2xvj","328","0"
"fv82z1kc","1378","0"
"qikp1q98","8424","0"
"b6fv6b14","7551","0"
"qdm92cmr","7531","0"
"a3n1bdc3","7547","0"
"zh3rtuwz","361","0"
"pm3sbl5b","363","0"
"osp9k85l","189,10,91,10,67","0,1,2,1,0"
"v27zpfje","189,10,84,10,66","0,1,2,1,0"
"rnhexsxx","220","0"
"7trln90i","365","0"
"l4uhqnnu","367","0"
"tt53gpv5","190,10,90,10,67","0,1,2,1,0"
"v3w3g665","189,10,90,10,66","0,1,2,1,0"
"w7xi3fm2","361","0"
"l0xtuna1","189,10,91,10,67","0,1,2,1,0"
"bmf5g19u","190,10,90,10,67","0,1,2,1,0"
"whpt8nfj","190,101,77","0,1,0"
"aszjrp4a","7097","0"
"ofn57bl3","6988","0"
"g8j3ew70","7157","0"
"bsfsguxh","7755","0"
"bz35950g","7753","0"
"hrn9q84n","7765","0"
"d3lef037","7725","0"
"emu0fbuc","7749","0"
"b5fzdd18","3869","0"
"t2r0u9tr","5519","0"
"r761lgz5","6719","0"
"nf6qoqzu","1321","0"
"2stq4qjb","8660","0"
"k1v0ar02","7241","0"
"casb15gl","17608","0"
"mike381u","1116","0"
"2ogp5e5f","1109","0"
"f6cz66r4","1113","0"
"sizmsk5z","1108","0"
"x8nsre8s","1108","0"
"rszz1s9x","1107","0"
"q2dim2di","1109","0"
"i9hg4t07","1140","0"
"wpyyab4t","1109","0"
"39cdyglk","1110","0"
"xnp0e7jh","1112","0"
"u36oz1oh","1140","0"
"3o9cmqhh","1107","0"
"7ais140u","1108","0"
"4q7kc1lm","1107","0"
"euurmlp1","1111","0"
"7j4giw6d","1110","0"
"nt5ndkh2","375","0"
"4x0055n2","3372","0"
"nnv2eno0","5836","0"
"kl4kioaz","7349","0"
"tkzjhojh","7351","0"
"8o9ru3op","7359","0"
"cbw01kqs","7335","0"
"ibd06ew0","7346","0"
"a7gvyobe","7352","0"
"11z077rh","7351","0"
"ngs3t88c","7342","0"
"v3zkwx6r","7351","0"
"hi6qufn3","7334","0"
"8476uyv4","7335","0"
"3heojhty","7351","0"
"8irusx6v","7471","0"
"7r4sq1oz","7352","0"
"ouhsvf5i","7351","0"
"5sq5t0u2","7360","0"
"71pwellh","7660","0"
"kybbzjn5","7652","0"
"hy1x5nl1","7663","0"
"jfujwz4q","7659","0"
"4wzdfxrp","7649","0"
"mwjzpz31","11032","0"
"prqddi2n","14,6,15,4,11,1,64,6,15,4,11,1,160,101,872,101,6783,101,135,32,69,32,32,4,36,3,1,6,51,2,37,1,2,1,6,23","0,1,2,3,4,5,6,5,4,3,2,1,0,1,0,1,0,1,0,1,2,1,0,1,2,4,5,6,7,6,5,4,3,2,1,0"
"h54azrgn","14,21,4,11,1,8,56,21,4,1,10,1,1,89,3,3,5,5,2,1,2,1,11,1,2,5,3,12,5,1,10,6,26,3,5,5,2,1,2,1,11,1,2,5,3,12,5,1,10,6,295,101,58,32,4,4,8,4,33,16,32,4,4,8,4,33,108,11,8,18,47,17,11,8,18,47,923,14,87,14,322,101,173,63,7,31,63,7,31,5,11,85,5,11,124,64,7,30,39,8,11,6,7,4,8,5,33,19,8,3,8,17,8,5,33,30,33,77,21,3,3,20,1,53,21,6,20,1,594,7,9,20,3,40,4,18,7,1,28,3,39,5,26,8,208,33,67,34,88,13,77,11,13,77,99,24,77,24,28,11,58,32,11,58,115,2,44,21,34,2,44,6,15,31,4,15,36,46,4,15,144,1,9,25,1,25,9,1,3,11,14,2,1,5,1,3,5,1,19,1,25,9,1,3,11,14,3,5,1,8,1,33,23,30,48,23,516,75,8,18,9,2,47,17,8,4,23,2,31,16,29,27,29,72,215,18,83,18,22,19,4,1,5,9,11,1,9,42,19,4,1,5,9,9,2,1,8,1,19,16,6,6,1,41,11,5,15,1,15,6,6,1,23,34,16,42,6,2,1,1,36,3,1,6,44,2,5,2,38,1,2,1,6,4","0,1,2,3,4,5,6,5,4,3,4,3,2,1,0,1,2,3,4,5,6,8,10,11,16,17,18,20,21,22,23,24,25,24,23,22,21,20,19,17,15,14,9,8,7,5,4,3,2,1,0,1,0,2,3,4,5,6,7,8,6,5,4,3,2,1,0,1,2,3,4,5,4,3,2,1,0,1,2,1,0,1,0,1,2,3,2,1,0,1,2,3,2,1,0,1,2,3,2,3,4,5,4,3,4,5,6,7,6,5,6,5,4,3,2,1,0,1,2,3,2,3,5,6,5,4,3,1,0,1,3,4,5,6,7,8,7,5,6,5,4,3,2,1,0,1,2,1,0,1,2,3,2,1,0,1,2,1,0,1,2,3,2,1,0,1,2,3,4,3,2,1,2,1,2,3,4,3,2,1,0,1,2,4,5,7,8,9,10,11,12,13,12,11,12,13,11,14,15,14,12,11,10,9,8,7,6,7,6,5,2,1,2,3,2,1,0,1,2,3,2,3,4,5,4,3,4,3,2,3,2,1,2,1,0,1,2,1,0,1,2,4,5,6,7,8,9,10,9,8,6,5,4,3,4,3,2,3,2,3,4,5,6,7,6,5,6,5,6,5,4,3,2,3,2,1,2,3,4,5,4,6,7,8,9,8,7,6,5,4,3,2,1,0"
"k6qya0eu","13,2,6,15,3,1,11,1,26,27,9,2,6,14,1,3,1,11,1,10,5,3,6,1,1,1,26,31,10,15,2,5,3,5,1,1,2,3,3,1,1,33,11,1,3,3,5,2,1,6,1,1,1,2,1,1,1,1,5,3,3,4,3,4,2,1,1,1,2,2,3,1,7,8,2,3,1,4,11,1,3,3,5,2,7,1,2,2,1,1,1,1,1,3,1,2,4,7,6,4,1,2,3,1,7,8,1,1,3,1,13,7,9,1,8,11,3,11,10,23,4,7,7,6,1,5,5,11,12,4,6,13,9,15,7,13,6,16,16,19,9,192,2,8,26,37,28,2,8,9,17,37,36,11,1,6,17,14,5,2,12,18,15,12,6,17,14,5,2,12,19,4,41,12,1,26,21,35,6,10,2,1,26,14,42,16,43,20,27,11,2,61,27,11,2,488,11,13,12,3,8,54,1,10,2,5,2,3,3,10,3,8,55,12,5,2,3,1,2,14,81,18,2,31,30,8,12,8,10,33,30,8,20,24,60,41,60,241,101,43,3,32,13,6,44,3,3,5,27,3,10,6,9,11,24,11,30,25,1,2,8,91,2,104,101,68,21,80,21,51,1,21,12,17,48,2,1,21,12,6,11,21,27,23,15,4,28,35,13,6,15,44,23,10,3,11,3,51,20,13,14,3,47,4,10,10,5,72,4,10,15,35,17,2,31,4,25,22,17,2,3,28,4,19,6,7,37,10,1,40,2,11,47,1,42,102,3,90,8,3,66,23,78,13,10,1,5,19,66,16,19,30,6,38,6,19,4,27,1,6,38,4,2,19,4,16,4,7,49,27,14,4,83,33,51,4,46,51,4,5,1,6,2,3,25,5,14,2,4,1,18,1,9,3,8,1,6,1,3,25,5,14,2,4,2,17,1,9,3,6,10,21,41,14,3,8,4,10,10,11,3,15,13,10,14,3,8,24,14,15,13,130,3,21,35,2,2,1,37,3,3,18,35,2,2,1,26,2,15,16,7,42,9,10,2,31,7,42,8,1,3,25,2,12,25,33,4,16,9,2,2,10,4,21,17,7,14,4,1,10,13,14,38,7,14,4,1,233,29,19,9,44,28,6,9,5,9,72,1,2,3,9,69,21,36,32,12,37,20,32,15,1,11,6,7,9,23,3,1,40,1,11,5,2,38,2,1,10","0,1,4,5,6,7,8,9,10,11,12,11,8,7,8,7,6,5,4,3,4,5,6,7,8,7,8,7,6,7,8,7,6,5,7,6,5,4,6,7,9,10,11,12,13,14,15,17,19,18,19,20,21,24,26,28,29,30,31,33,34,35,33,34,32,33,32,30,29,30,31,32,34,35,37,38,39,40,39,38,37,36,35,33,32,31,30,27,25,23,22,21,20,19,20,18,19,18,17,16,17,16,15,14,12,11,9,10,9,8,7,8,9,8,9,8,7,6,7,6,5,6,8,7,8,7,8,7,8,7,8,7,8,9,8,6,5,4,3,2,1,0,1,2,3,4,5,4,3,2,3,2,1,2,1,2,3,4,5,6,7,8,9,8,7,6,5,4,3,2,1,0,1,2,3,4,5,4,5,4,5,4,3,2,3,2,1,0,1,2,3,4,3,2,1,0,1,2,3,4,5,6,5,6,5,6,7,8,9,10,9,8,7,6,5,4,3,2,1,0,1,2,3,2,3,4,5,4,5,4,3,2,1,0,1,2,1,0,1,0,1,2,3,4,5,6,5,4,5,4,5,4,3,4,5,4,3,2,1,2,3,2,1,0,1,0,1,2,1,0,1,2,3,4,5,6,5,4,3,2,3,2,3,2,3,4,3,2,3,4,3,2,3,2,3,2,3,4,3,4,3,2,1,3,4,5,4,5,3,2,1,0,1,2,3,4,6,7,6,5,4,5,4,2,3,2,3,2,3,4,3,4,3,2,1,0,1,2,3,2,1,2,3,2,3,2,1,2,3,2,1,0,2,3,4,5,6,7,8,6,5,4,5,4,3,2,3,4,3,2,3,2,1,0,1,2,3,2,1,0,1,3,4,9,10,11,12,13,15,16,17,18,19,20,21,19,18,17,12,11,10,9,8,6,5,4,3,2,1,0,1,2,3,4,6,7,8,7,6,7,6,7,8,9,8,6,5,4,3,2,1,0,1,2,3,4,5,6,7,6,5,6,5,4,3,2,1,2,3,2,3,4,5,6,5,4,3,2,1,2,1,2,3,4,5,6,5,4,5,4,3,4,3,4,3,4,5,6,7,8,7,6,5,4,3,2,1,0,1,2,3,4,3,5,6,7,6,5,3,2,3,2,1,2,1,2,3,2,3,2,1,2,4,5,6,7,6,7,8,9,8,6,5,4,3,2,1,0"
"6s0p4rc9","14,21,3,1,11,1,8,18,27,5,6,2,14,5,1,2,1,1,10,1,1,14,1,10,24,3,5,1,7,14,6,4,5,1,5,1,2,2,2,1,1,1,1,3,1,1,6,1,2,5,2,1,1,1,6,4,6,8,2,6,12,16,1,5,1,2,2,2,1,1,1,1,3,2,3,3,1,2,4,1,2,1,1,7,4,5,1,10,6,12,41,10,6,470,101,264,27,6,68,27,6,1166,101,554,101,50,36,15,13,7,30,36,3,8,4,7,6,7,69,8,11,126,12,15,50,8,9,4,3,1,2,9,2,9,1,3,22,7,21,8,3,6,4,4,2,11,9,1,25,7,32,99,6,95,6,86,101,153,23,70,31,70,8,521,101,689,46,4,51,46,4,1852,101,18,101,16,32,69,32,34,1,37,3,1,6,51,2,37,1,2,1,6,4","0,1,2,3,4,5,6,7,8,9,10,9,10,11,10,11,10,9,11,10,9,8,9,10,9,10,9,8,9,8,7,6,4,5,6,8,9,11,12,13,14,15,16,18,20,19,20,21,28,31,32,33,35,37,38,39,40,41,40,41,42,43,42,41,39,38,36,35,34,33,32,31,29,27,25,26,25,18,15,16,15,14,12,10,9,8,7,6,5,4,3,2,1,0,1,0,1,2,3,2,1,0,1,0,2,0,1,2,3,4,5,4,3,4,5,4,5,4,3,2,1,0,1,2,3,4,5,6,7,6,7,8,7,8,10,11,10,11,12,11,10,11,10,9,8,7,6,4,3,2,1,0,1,2,1,0,1,0,1,2,3,2,1,0,1,0,1,2,3,2,1,0,1,0,1,0,1,2,1,0,1,2,4,5,6,7,6,5,4,3,2,1,0"
"67t73kw7","13,2,6,15,3,1,11,1,26,27,9,2,6,14,1,3,1,11,1,10,5,3,6,1,1,1,16,10,17,14,5,4,1,1,1,5,1,4,2,1,2,1,4,3,4,1,1,3,3,2,1,1,1,6,2,4,23,7,2,1,3,1,2,3,2,2,1,1,1,4,1,2,2,1,1,2,2,1,2,3,3,3,1,2,1,4,3,1,1,2,2,2,1,1,4,3,8,2,3,1,13,2,1,3,1,2,5,2,7,1,2,2,1,1,1,1,1,3,1,6,7,6,4,1,2,3,1,7,8,1,1,3,1,13,7,9,1,8,11,14,10,23,4,7,7,6,1,5,5,11,12,4,6,13,9,15,6,1,13,6,16,6,10,14,5,9,5,3,13,25,17,12,12,19,3,38,18,4,7,13,3,2,8,26,21,16,1,4,20,5,8,9,17,16,5,16,28,19,1,6,6,11,10,4,5,2,12,6,10,12,17,6,6,11,14,5,2,12,6,10,7,5,48,1,26,2,13,6,3,6,44,1,26,2,12,1,9,6,1,84,17,30,64,17,9,11,2,5,57,17,9,13,5,227,101,61,15,8,20,58,5,10,7,1,1,3,1,2,13,26,3,8,26,17,2,3,1,2,14,25,3,8,65,31,30,8,20,43,30,8,20,24,60,23,18,12,29,19,23,30,29,159,15,8,19,1,11,32,3,11,1,4,11,8,2,17,4,8,24,8,3,2,6,3,5,21,15,3,3,5,27,3,10,6,9,32,3,7,4,30,25,1,2,29,10,58,1,1,2,64,33,1,6,61,5,1,31,3,24,42,1,1,21,9,21,6,44,21,30,21,22,12,17,48,2,22,12,6,11,21,27,23,15,4,26,50,6,15,80,31,54,11,36,30,4,10,10,5,6,19,39,8,4,8,2,15,25,9,1,17,2,10,20,1,4,25,21,1,17,2,23,8,4,19,6,7,48,9,31,2,11,29,19,24,18,40,22,5,16,6,13,3,58,5,22,5,4,4,3,55,11,23,5,25,48,13,10,1,5,19,5,37,24,16,19,30,6,38,6,19,4,27,1,6,38,4,2,19,4,16,4,7,49,27,2,12,4,28,5,1,49,2,31,13,5,1,32,4,17,29,51,4,5,1,6,2,28,5,14,2,4,19,1,9,11,1,6,1,3,1,11,13,5,11,1,2,2,2,1,1,3,16,1,9,9,10,1,14,6,23,1,6,1,4,6,14,3,8,4,10,21,3,15,37,3,8,38,15,23,8,6,95,11,3,21,35,2,2,1,37,3,3,18,35,2,2,1,26,2,15,16,7,42,9,10,2,31,7,42,8,1,3,25,2,12,25,33,4,16,9,2,2,10,4,21,17,7,14,4,1,10,13,14,38,7,14,4,1,262,19,9,15,31,2,24,6,9,5,6,1,2,7,8,31,2,24,1,2,3,9,11,1,9,48,21,36,32,12,37,20,32,15,1,11,4,2,16,21,3,1,40,1,11,5,2,38,2,1,10","0,1,4,5,6,7,8,9,10,11,12,11,8,7,8,7,6,5,4,3,4,5,6,7,8,7,8,9,8,9,8,9,10,11,12,14,16,17,18,19,20,21,23,22,21,22,28,27,26,27,28,30,32,33,34,33,35,34,35,36,37,38,39,40,39,41,42,41,40,38,39,38,41,43,44,45,46,44,42,44,45,46,45,39,38,39,38,36,34,33,34,35,34,35,37,35,36,38,39,40,41,40,39,38,37,36,35,33,32,31,30,27,25,23,22,21,20,19,20,18,17,16,15,16,15,14,13,11,10,8,9,8,7,6,7,8,7,8,7,6,7,6,5,6,8,7,8,7,8,7,8,7,8,7,8,9,8,9,7,6,5,4,5,4,5,4,3,4,5,4,5,4,5,4,3,2,1,2,3,2,3,4,5,6,7,8,9,8,7,6,5,4,5,4,5,4,3,2,1,2,3,4,5,4,5,6,7,8,9,10,13,12,11,10,9,8,7,6,5,4,3,4,1,2,3,4,5,6,5,6,7,6,5,4,3,4,3,2,1,2,1,0,1,2,3,4,3,5,6,5,4,3,1,0,1,0,1,2,3,4,3,4,3,4,3,4,5,6,7,6,7,8,9,8,7,6,5,4,3,4,3,2,1,0,1,2,3,4,3,2,1,0,1,2,4,3,4,5,4,2,1,0,1,2,3,4,5,6,7,8,9,8,9,8,7,8,7,8,7,8,7,6,7,8,7,6,5,6,5,4,5,4,5,4,3,4,6,5,6,5,4,3,4,5,3,2,3,4,3,2,3,2,1,2,1,2,3,4,3,4,3,2,3,4,3,4,3,2,1,0,1,2,3,4,5,4,3,2,3,2,3,2,3,4,3,2,3,2,1,0,1,2,3,2,4,5,6,5,6,5,6,7,5,4,5,4,3,2,3,4,5,6,5,4,5,7,8,7,6,5,4,6,5,3,4,3,4,5,3,2,3,2,3,2,4,3,2,4,5,3,4,5,6,4,3,2,3,4,3,2,3,4,5,4,5,4,5,4,3,4,5,4,3,2,1,0,2,3,4,5,6,7,8,6,5,4,5,4,3,2,3,4,3,2,3,4,3,2,3,4,5,4,3,4,3,2,1,2,3,4,3,2,1,2,4,5,10,11,12,13,15,16,17,18,19,17,16,15,10,9,10,11,10,9,10,11,10,8,9,10,9,10,9,8,7,8,9,8,7,8,7,6,5,4,3,4,6,7,8,7,6,5,6,7,6,5,4,3,2,1,2,1,0,1,2,3,4,5,6,7,6,5,6,5,4,3,2,1,2,3,2,3,4,5,6,5,4,3,2,1,2,1,2,3,4,5,6,5,4,5,4,3,4,3,4,3,4,5,6,7,8,7,6,5,4,3,2,1,0,1,2,3,4,5,6,8,9,10,9,10,11,10,11,10,9,8,6,5,6,5,4,3,2,1,2,1,2,3,2,3,2,1,2,4,5,6,7,6,7,8,9,8,6,5,4,3,2,1,0"
